a5,b1,b11,b12,c1,c15,c28,c33,c35,c5,centre,christian,conserv,d4,d6,d9,e4,e5,e7,f1,f2,f27,f3,f30,f32,f5,green,happy,leftparty,liberal,socialdemocrats
"0,5 hour to 1 hour",Quite interested,Yes,CONSERVATIVE,9,Bad,No,No,No,No,0,0,1,Yes,Yes,3.000000,Agree,Agree,Agree,2.000000,Male,No,1934.000,"Yes, previously",S,Town or small city,0,1,0,0,0
"Less than 0,5 hour",Hardly interested,Not eligible to vote,NOT APPLICABLE,9,Good,Yes,Yes,Yes,No,0,0,0,No,No,Not applicable,Agree,Agree,Neither agree nor disagr,4.000000,Male,No,1990.000,No,D,Town or small city,0,1,0,0,0
"0,5 hour to 1 hour",Hardly interested,Yes,CENTRE PARTY,5,Good,Yes,Yes,Yes,No,1,0,0,Yes,Yes,3.000000,Neither agree nor disagr,Disagree,Agree,1.000000,Female,No,1918.000,No,M,Country village,0,0,0,0,0
"Less than 0,5 hour",Quite interested,No,NOT APPLICABLE,Extremely happy,Fair,No,No,No,No,0,0,0,Yes,Yes,2.000000,Neither agree nor disagr,Agree,Disagree,1.000000,Female,No,1947.000,"Yes, currently",F,Suburbs or outskirts of ,0,1,0,0,0
"Less than 0,5 hour",Hardly interested,Yes,SOCIAL DEMOCRATS,5,Good,No,No,No,Yes,0,0,0,Yes,No,Not applicable,Agree,Agree,Disagree,2.000000,Female,No,1961.000,"Yes, currently",P,Town or small city,0,0,0,0,1
"0,5 hour to 1 hour",Very interested,Yes,SOCIAL DEMOCRATS,Extremely happy,Bad,Yes,Yes,Yes,No,0,0,0,Yes,Yes,4.000000,Neither agree nor disagr,Agree strongly,Disagree strongly,4.000000,Female,No,1960.000,"Yes, currently",K,Town or small city,0,1,0,0,1
"0,5 hour to 1 hour",Quite interested,Yes,SOCIAL DEMOCRATS,8,Fair,Yes,Yes,Yes,No,0,0,0,Yes,Yes,2.000000,Agree,Agree,Disagree,1.000000,Male,Yes,1953.000,"Yes, currently",S,A big city,0,1,0,0,1
"Less than 0,5 hour",Quite interested,Yes,CENTRE PARTY,7,Good,Yes,Yes,Yes,No,1,0,0,Yes,Yes,4.000000,Don't know,Agree,Agree,1.000000,Female,No,1930.000,"Yes, previously",M,Country village,0,1,0,0,0
"0,5 hour to 1 hour",Quite interested,Yes,LEFT,7,Fair,Yes,Yes,Yes,No,0,0,0,Yes,Yes,Not applicable,Neither agree nor disagr,Agree,Agree,2.000000,Male,Yes,1952.000,"Yes, currently",P,Town or small city,0,1,1,0,0
"Less than 0,5 hour",Quite interested,Yes,CENTRE PARTY,8,Fair,Yes,Yes,Yes,Yes,1,0,0,Yes,Yes,2.000000,Agree strongly,Agree,Disagree strongly,2.000000,Female,No,1942.000,"Yes, previously",K,Country village,0,1,0,0,0
"0,5 hour to 1 hour",Quite interested,Yes,SOCIAL DEMOCRATS,9,Good,Yes,Yes,Yes,No,0,0,0,Yes,Yes,2.000000,Agree,Neither agree nor disagr,Agree,2.000000,Female,Yes,1950.000,"Yes, currently",H,Suburbs or outskirts of ,0,1,0,0,1
"Less than 0,5 hour",Quite interested,No,NOT APPLICABLE,9,Very good,Yes,Yes,Yes,Yes,0,0,0,Yes,Yes,Not applicable,Agree,Agree,Agree,2.000000,Male,No,1977.000,"Yes, currently",P,Town or small city,0,1,0,0,0
"0,5 hour to 1 hour",Not at all interested,No,NOT APPLICABLE,8,Very good,Yes,Yes,Yes,No,0,0,0,Yes,Yes,3.000000,Agree,Agree,Agree,1.000000,Male,No,1920.000,No,M,Country village,0,1,0,0,0
"More than 1 hour, up to ",Very interested,Yes,LIBERALS,7,Very good,Yes,Yes,No,No,0,0,0,No,No,Not applicable,Agree strongly,Agree strongly,Agree,1.000000,Male,No,1983.000,No,M,A big city,0,1,0,1,0
No time at all,Hardly interested,No,NOT APPLICABLE,6,Fair,Yes,Yes,Yes,No,0,0,0,No,No,Not applicable,Agree,Agree,Disagree,1.000000,Male,No,1925.000,"Yes, previously",Don't know,Town or small city,0,1,0,0,0
"0,5 hour to 1 hour",Very interested,Yes,SOCIAL DEMOCRATS,9,Fair,No,No,No,No,0,0,0,Yes,Yes,4.000000,Agree,Agree,Agree,3.000000,Male,Yes,1947.000,"Yes, currently",P,Suburbs or outskirts of ,0,1,0,0,1
"0,5 hour to 1 hour",Very interested,Yes,CONSERVATIVE,7,Fair,Yes,Yes,Yes,No,0,0,1,Yes,No,2.000000,Agree,Agree,Neither agree nor disagr,4.000000,Male,No,1966.000,"Yes, previously",D,Suburbs or outskirts of ,0,1,0,0,0
"Less than 0,5 hour",Not at all interested,Yes,GREEN PARTY,8,Very good,Yes,Yes,Yes,No,0,0,0,No,No,Not applicable,Neither agree nor disagr,Agree,Agree,1.000000,Female,No,1985.000,"Yes, currently",C,Town or small city,1,1,0,0,0
"Less than 0,5 hour",Not at all interested,Yes,CONSERVATIVE,8,Fair,Yes,Yes,Yes,No,0,0,1,Yes,No,2.000000,Agree,Agree,Agree,5.000000,Male,Yes,1972.000,No,D,Town or small city,0,1,0,0,0
"0,5 hour to 1 hour",Not at all interested,Yes,REFUSAL,9,Fair,Yes,Yes,Yes,Yes,0,0,0,Yes,No,Not applicable,Neither agree nor disagr,Agree,Agree,1.000000,Female,Yes,1977.000,"Yes, currently",F,Town or small city,0,1,0,0,0
"Less than 0,5 hour",Hardly interested,Not eligible to vote,NOT APPLICABLE,8,Good,Yes,No,Yes,No,0,0,0,No,No,Not applicable,Don't know,Agree,Agree,3.000000,Male,No,1991.000,No,Don't know,Town or small city,0,1,0,0,0
"More than 1 hour, up to ",Quite interested,Yes,CONSERVATIVE,7,Good,Yes,Yes,Yes,No,0,0,1,No,No,Not applicable,Agree,Agree,Agree,1.000000,Male,No,1976.000,"Yes, currently",P,A big city,0,1,0,0,0
"0,5 hour to 1 hour",Very interested,Yes,REFUSAL,7,Fair,Yes,No,No,Yes,0,0,0,Yes,Yes,2.000000,Agree,Agree,Agree,2.000000,Male,Yes,1971.000,"Yes, currently",D,Farm or home in countrys,0,1,0,0,0
"0,5 hour to 1 hour",Not at all interested,Yes,SOCIAL DEMOCRATS,5,Fair,Yes,Yes,Yes,No,0,0,0,Yes,Yes,2.000000,Agree,Agree,Agree,1.000000,Female,No,1936.000,"Yes, previously",M,Town or small city,0,0,0,0,1
"Less than 0,5 hour",Not at all interested,No,NOT APPLICABLE,8,Very good,Yes,Yes,Yes,No,0,0,0,No,No,Not applicable,Agree,Agree,Neither agree nor disagr,3.000000,Female,No,1988.000,No,D,Country village,0,1,0,0,0
"0,5 hour to 1 hour",Hardly interested,No,NOT APPLICABLE,8,Fair,No,No,No,Yes,0,0,0,Yes,Yes,3.000000,Neither agree nor disagr,Agree,Agree,2.000000,Female,No,1944.000,"Yes, previously",S,Country village,0,1,0,0,0
"Less than 0,5 hour",Very interested,Yes,SOCIAL DEMOCRATS,9,Very good,Yes,Yes,Yes,No,0,0,0,No,No,Not applicable,Agree,Agree,Agree,1.000000,Female,No,1982.000,"Yes, currently",F,Town or small city,0,1,0,0,1
"Less than 0,5 hour",Very interested,Yes,GREEN PARTY,6,Fair,Yes,Yes,Yes,No,0,0,0,Yes,Yes,3.000000,Disagree,Neither agree nor disagr,Neither agree nor disagr,2.000000,Male,No,1951.000,"Yes, currently",D,Country village,1,1,0,0,0
"0,5 hour to 1 hour",Quite interested,Yes,CHRISTIAN DEMOCRATS,9,Bad,Yes,Yes,Yes,Yes,0,1,0,Yes,No,2.000000,Agree,Agree,Agree,4.000000,Female,Yes,1963.000,"Yes, previously",P,Country village,0,1,0,0,0
"Less than 0,5 hour",Hardly interested,No,NOT APPLICABLE,9,Very good,Yes,No,No,No,0,0,0,No,No,Not applicable,Agree strongly,Agree,Agree,1.000000,Female,No,1986.000,No,M,Town or small city,0,1,0,0,0
"Less than 0,5 hour",Quite interested,Yes,CONSERVATIVE,7,Very good,Yes,Yes,Yes,No,0,0,1,Yes,No,1.000000,Neither agree nor disagr,Agree,Agree,3.000000,Male,Yes,1971.000,"Yes, currently",D,Suburbs or outskirts of ,0,1,0,0,0
"Less than 0,5 hour",Hardly interested,Not eligible to vote,NOT APPLICABLE,7,Good,Yes,Yes,No,No,0,0,0,No,No,Not applicable,Neither agree nor disagr,Agree,Neither agree nor disagr,2.000000,Male,No,1990.000,No,Don't know,A big city,0,1,0,0,0
No time at all,Very interested,Not eligible to vote,NOT APPLICABLE,7,Good,No,No,No,Yes,0,0,0,Yes,Yes,2.000000,Neither agree nor disagr,Agree,Agree,3.000000,Female,Yes,1963.000,"Yes, currently",D,Farm or home in countrys,0,1,0,0,0
"0,5 hour to 1 hour",Quite interested,Yes,SOCIAL DEMOCRATS,8,Fair,Yes,Yes,Yes,No,0,0,0,Yes,Yes,3.000000,Neither agree nor disagr,Agree strongly,Disagree,1.000000,Female,No,1921.000,"Yes, currently",F,Suburbs or outskirts of ,0,1,0,0,1
"Less than 0,5 hour",Hardly interested,Yes,CONSERVATIVE,7,Good,Yes,Yes,Yes,No,0,0,1,Yes,No,Not applicable,Agree,Agree,Agree,2.000000,Male,No,1975.000,"Yes, currently",D,Town or small city,0,1,0,0,0
"More than 1 hour, up to ",Very interested,Yes,SOCIAL DEMOCRATS,7,Good,Yes,Yes,Yes,Yes,0,0,0,Yes,Yes,2.000000,Neither agree nor disagr,Agree,Agree,1.000000,Female,No,1920.000,No,M,Town or small city,0,1,0,0,1
"Less than 0,5 hour",Hardly interested,Yes,SOCIAL DEMOCRATS,9,Good,Yes,Yes,No,Yes,0,0,0,Yes,Yes,3.000000,Agree,Agree,Agree,4.000000,Female,Yes,1964.000,"Yes, currently",D,Country village,0,1,0,0,1
"More than 1,5 hours, up ",Quite interested,No,NOT APPLICABLE,3,Fair,Yes,Yes,Yes,No,0,0,0,Yes,Yes,Not applicable,Agree,Disagree,Disagree strongly,1.000000,Male,No,1918.000,"Yes, currently",M,Town or small city,0,0,0,0,0
"Less than 0,5 hour",Very interested,Yes,CONSERVATIVE,9,Fair,Yes,Yes,Yes,No,0,0,1,Yes,Yes,2.000000,Agree,Agree,Agree strongly,4.000000,Female,No,1973.000,"Yes, currently",H,Town or small city,0,1,0,0,0
"Less than 0,5 hour",Quite interested,Yes,GREEN PARTY,7,Fair,Yes,Yes,Yes,No,0,0,0,Yes,Yes,2.000000,Agree,Disagree,Disagree,4.000000,Female,Yes,1964.000,"Yes, currently",D,Suburbs or outskirts of ,1,1,0,0,0
"More than 1 hour, up to ",Very interested,Yes,REFUSAL,Refusal,Good,Yes,No,Yes,Yes,0,0,0,Yes,No,Not applicable,Neither agree nor disagr,Agree,Neither agree nor disagr,1.000000,Male,Yes,1957.000,"Yes, currently",K,A big city,0,1,0,0,0
"0,5 hour to 1 hour",Quite interested,Yes,CONSERVATIVE,9,Very good,Yes,Yes,Yes,Yes,0,0,1,Yes,No,1.000000,Agree,Agree,Agree,3.000000,Male,No,1978.000,No,P,Country village,0,1,0,0,0
"Less than 0,5 hour",Quite interested,Yes,CHRISTIAN DEMOCRATS,7,Good,Yes,Yes,Yes,No,0,1,0,Yes,Yes,2.000000,Agree,Agree,Agree,4.000000,Male,No,1966.000,"Yes, currently",D,Farm or home in countrys,0,1,0,0,0
"Less than 0,5 hour",Not at all interested,Yes,OTHER,9,Good,Yes,Yes,Yes,No,0,0,0,Yes,Yes,2.000000,Agree,Agree,Agree,3.000000,Female,No,1959.000,"Yes, currently",S,Town or small city,0,1,0,0,0
"Less than 0,5 hour",Hardly interested,Yes,CONSERVATIVE,8,Good,Yes,Yes,Yes,Yes,0,0,1,Yes,No,2.000000,Agree,Agree,Agree,4.000000,Female,Yes,1964.000,"Yes, currently",D,Country village,0,1,0,0,0
"More than 2,5 hours, up ",Quite interested,Yes,CENTRE PARTY,Extremely happy,Good,Yes,Yes,Yes,No,1,0,0,Yes,Yes,3.000000,Agree,Agree,Agree strongly,2.000000,Male,No,1941.000,"Yes, previously",K,Country village,0,1,0,0,0
"Less than 0,5 hour",Not at all interested,Not eligible to vote,NOT APPLICABLE,7,Fair,Yes,Yes,Yes,No,0,0,0,No,No,Not applicable,Neither agree nor disagr,Agree,Disagree,4.000000,Male,No,1989.000,No,Don't know,Farm or home in countrys,0,1,0,0,0
No time at all,Very interested,Yes,LEFT,5,Good,Yes,Yes,Yes,No,0,0,0,Yes,No,Not applicable,Neither agree nor disagr,Agree,Neither agree nor disagr,1.000000,Male,Yes,1965.000,"Yes, currently",F,A big city,0,0,1,0,0
"Less than 0,5 hour",Very interested,Yes,SOCIAL DEMOCRATS,9,Good,Yes,Yes,Yes,No,0,0,0,Yes,Yes,2.000000,Agree,Agree,Agree,2.000000,Male,No,1947.000,"Yes, currently",D,Suburbs or outskirts of ,0,1,0,0,1
No time at all,Quite interested,No,NOT APPLICABLE,8,Good,Yes,Yes,Yes,Yes,0,0,0,Yes,No,1.000000,Agree,Agree,Agree strongly,2.000000,Female,Yes,1985.000,No,F,Town or small city,0,1,0,0,0
No time at all,Quite interested,Yes,LEFT,4,Bad,Yes,No,Yes,No,0,0,0,Yes,Yes,6.000000,Disagree strongly,Neither agree nor disagr,Disagree strongly,8.000000,Female,No,1960.000,"Yes, previously",P,Don't know,0,0,1,0,0
"Less than 0,5 hour",Quite interested,Yes,LEFT,8,Very good,Yes,Yes,Yes,Yes,0,0,0,Yes,Yes,2.000000,Agree,Agree,Agree,4.000000,Female,No,1959.000,"Yes, currently",P,Farm or home in countrys,0,1,1,0,0
"Less than 0,5 hour",Not at all interested,Yes,REFUSAL,Extremely happy,Very good,Yes,Yes,Yes,No,0,0,0,No,No,Not applicable,Agree,Agree,Agree,3.000000,Male,No,1987.000,No,Don't know,A big city,0,1,0,0,0
"More than 1 hour, up to ",Quite interested,Yes,CONSERVATIVE,8,Good,Yes,No,Yes,No,0,0,1,Yes,No,1.000000,Agree,Agree,Agree strongly,3.000000,Male,Yes,1972.000,No,D,Town or small city,0,1,0,0,0
"More than 1,5 hours, up ",Quite interested,Yes,CHRISTIAN DEMOCRATS,7,Very good,Yes,Yes,Yes,No,0,1,0,Yes,No,Not applicable,Agree,Agree,Agree,1.000000,Female,No,1945.000,"Yes, currently",F,Suburbs or outskirts of ,0,1,0,0,0
"Less than 0,5 hour",Not at all interested,No,NOT APPLICABLE,8,Good,Yes,Yes,Yes,No,0,0,0,Yes,Yes,4.000000,Agree,Agree,Agree,2.000000,Female,Yes,1961.000,"Yes, currently",S,Country village,0,1,0,0,0
"Less than 0,5 hour",Hardly interested,Not eligible to vote,NOT APPLICABLE,9,Good,Yes,Yes,Yes,No,0,0,0,No,No,Not applicable,Agree,Agree,Agree,4.000000,Female,No,1990.000,No,Don't know,Country village,0,1,0,0,0
"Less than 0,5 hour",Hardly interested,Yes,CONSERVATIVE,8,Good,Yes,Yes,Yes,No,0,0,1,Yes,Yes,2.000000,Agree,Agree,Agree,2.000000,Female,No,1948.000,"Yes, previously",P,Suburbs or outskirts of ,0,1,0,0,0
"More than 1 hour, up to ",Quite interested,Yes,OTHER,7,Good,Yes,Yes,No,No,0,0,0,Yes,Yes,2.000000,Agree,Agree,Disagree,2.000000,Male,Yes,1964.000,"Yes, previously",M,Town or small city,0,1,0,0,0
"More than 1 hour, up to ",Quite interested,Not eligible to vote,NOT APPLICABLE,7,Very good,No,No,No,No,0,0,0,Yes,Yes,3.000000,Neither agree nor disagr,Agree,Neither agree nor disagr,3.000000,Male,Yes,1966.000,"Yes, previously",S,A big city,0,1,0,0,0
"Less than 0,5 hour",Not at all interested,Yes,LEFT,8,Good,Yes,Yes,Yes,No,0,0,0,Yes,No,Not applicable,Agree,Agree,Agree,3.000000,Female,No,1980.000,No,D,Country village,0,1,1,0,0
No time at all,Not at all interested,No,NOT APPLICABLE,6,Bad,Yes,Yes,Yes,No,0,0,0,Yes,No,Not applicable,Agree,Neither agree nor disagr,Disagree,2.000000,Male,No,1972.000,"Yes, currently",P,Country village,0,1,0,0,0
"0,5 hour to 1 hour",Hardly interested,Yes,SOCIAL DEMOCRATS,8,Good,Yes,Yes,Yes,No,0,0,0,Yes,Yes,2.000000,Agree,Agree,Agree,1.000000,Female,No,1934.000,"Yes, previously",M,Country village,0,1,0,0,1
"More than 1 hour, up to ",Quite interested,Yes,CONSERVATIVE,8,Good,Yes,Yes,Yes,Yes,0,0,1,Yes,No,2.000000,Agree,Agree,Agree,4.000000,Male,No,1968.000,"Yes, currently",H,Suburbs or outskirts of ,0,1,0,0,0
"0,5 hour to 1 hour",Hardly interested,No,NOT APPLICABLE,9,Very bad,Yes,Yes,Yes,No,0,0,0,Yes,Yes,2.000000,Agree strongly,Agree strongly,Agree,1.000000,Female,No,1935.000,"Yes, previously",Refusal,Suburbs or outskirts of ,0,1,0,0,0
"Less than 0,5 hour",Hardly interested,No,NOT APPLICABLE,8,Very good,Yes,Yes,Yes,No,0,0,0,Yes,Yes,2.000000,Agree,Agree,Disagree,1.000000,Male,Yes,1963.000,"Yes, currently",F,Country village,0,1,0,0,0
More than 3 hours,Quite interested,Yes,SOCIAL DEMOCRATS,8,Fair,Yes,Yes,Yes,No,0,0,0,Yes,Yes,3.000000,Agree,Agree,Agree,1.000000,Female,No,1938.000,"Yes, currently",M,Country village,0,1,0,0,1
"Less than 0,5 hour",Quite interested,Yes,CONSERVATIVE,8,Good,Yes,Yes,Yes,No,0,0,1,No,No,Not applicable,Agree,Agree,Agree,3.000000,Female,No,1988.000,No,Don't know,Town or small city,0,1,0,0,0
"0,5 hour to 1 hour",Hardly interested,Yes,CONSERVATIVE,9,Very good,Yes,Yes,Yes,Yes,0,0,1,Yes,Yes,1.000000,Agree strongly,Agree,Agree,3.000000,Female,Yes,1961.000,"Yes, currently",D,Farm or home in countrys,0,1,0,0,0
"0,5 hour to 1 hour",Hardly interested,Yes,GREEN PARTY,9,Good,Yes,No,No,Yes,0,0,0,Yes,Yes,Not applicable,Agree,Agree,Agree,1.000000,Female,Yes,1960.000,"Yes, currently",S,Suburbs or outskirts of ,1,1,0,0,0
"0,5 hour to 1 hour",Quite interested,Yes,LIBERALS,Extremely happy,Very good,Yes,Yes,Yes,No,0,0,0,Yes,Yes,1.000000,Agree,Neither agree nor disagr,Agree,2.000000,Female,No,1928.000,"Yes, previously",K,Town or small city,0,1,0,1,0
"Less than 0,5 hour",Quite interested,Yes,CONSERVATIVE,9,Good,Yes,Yes,Yes,No,0,0,1,Yes,Yes,Not applicable,Agree,Agree,Agree,2.000000,Female,Yes,1978.000,"Yes, currently",H,A big city,0,1,0,0,0
"Less than 0,5 hour",Quite interested,Yes,CHRISTIAN DEMOCRATS,9,Very good,Yes,Yes,Yes,No,0,1,0,Yes,Yes,3.000000,Agree,Neither agree nor disagr,Agree,5.000000,Female,No,1965.000,"Yes, currently",D,Country village,0,1,0,0,0
"Less than 0,5 hour",Hardly interested,Yes,CHRISTIAN DEMOCRATS,9,Very good,Yes,Yes,Yes,No,0,1,0,Yes,Yes,1.000000,Agree,Agree strongly,Agree strongly,3.000000,Male,No,1975.000,"Yes, currently",S,Country village,0,1,0,0,0
"More than 2 hours, up to",Hardly interested,Yes,SOCIAL DEMOCRATS,7,Fair,Yes,Yes,Yes,No,0,0,0,Yes,No,2.000000,Neither agree nor disagr,Neither agree nor disagr,Disagree,2.000000,Female,No,1948.000,"Yes, currently",K,Country village,0,1,0,0,1
"Less than 0,5 hour",Hardly interested,Not eligible to vote,NOT APPLICABLE,8,Very good,Yes,Yes,Yes,Yes,0,0,0,No,No,Not applicable,Agree,Agree,Agree,3.000000,Male,No,1989.000,No,P,Town or small city,0,1,0,0,0
"More than 1 hour, up to ",Quite interested,Yes,CONSERVATIVE,9,Very good,Yes,Yes,Yes,No,0,0,1,Yes,Yes,2.000000,Agree,Neither agree nor disagr,Agree,3.000000,Male,No,1947.000,"Yes, currently",H,Suburbs or outskirts of ,0,1,0,0,0
"More than 1 hour, up to ",Very interested,Yes,CENTRE PARTY,8,Good,Yes,Yes,Yes,No,1,0,0,Yes,Yes,3.000000,Agree,Agree,Agree,2.000000,Female,No,1942.000,"Yes, previously",Don't know,Town or small city,0,1,0,0,0
"0,5 hour to 1 hour",Quite interested,Not eligible to vote,NOT APPLICABLE,8,Good,Yes,Yes,Yes,No,0,0,0,No,No,Not applicable,Disagree,Agree,Agree,5.000000,Female,No,1991.000,No,Don't know,Farm or home in countrys,0,1,0,0,0
"0,5 hour to 1 hour",Hardly interested,Yes,SOCIAL DEMOCRATS,9,Very good,Yes,Yes,No,No,0,0,0,Yes,No,Not applicable,Agree,Agree,Agree,2.000000,Male,Yes,1974.000,"Yes, currently",D,Country village,0,1,0,0,1
No time at all,Hardly interested,No,NOT APPLICABLE,8,Very good,Yes,Yes,Yes,No,0,0,0,Yes,No,2.000000,Agree,Agree,Agree,4.000000,Male,No,1970.000,"Yes, currently",D,Town or small city,0,1,0,0,0
"Less than 0,5 hour",Hardly interested,Not eligible to vote,NOT APPLICABLE,9,Very good,Yes,No,Yes,No,0,0,0,No,No,Not applicable,Agree strongly,Agree strongly,Agree strongly,4.000000,Male,No,1989.000,No,Don't know,Town or small city,0,1,0,0,0
"0,5 hour to 1 hour",Hardly interested,Yes,CONSERVATIVE,Extremely happy,Very good,Yes,Yes,Yes,No,0,0,1,Yes,Yes,2.000000,Agree strongly,Agree strongly,Agree,3.000000,Male,No,1955.000,"Yes, currently",S,A big city,0,1,0,0,0
"More than 1 hour, up to ",Quite interested,Yes,SOCIAL DEMOCRATS,Extremely happy,Very good,Yes,Yes,Yes,No,0,0,0,Yes,Yes,Not applicable,Agree,Agree,Don't know,2.000000,Male,No,1926.000,"Yes, previously",Don't know,Town or small city,0,1,0,0,1
"Less than 0,5 hour",Quite interested,Yes,LIBERALS,9,Very good,Yes,Yes,Yes,No,0,0,0,Yes,Yes,1.000000,Agree,Agree,Agree strongly,3.000000,Female,No,1974.000,"Yes, currently",D,Suburbs or outskirts of ,0,1,0,1,0
"Less than 0,5 hour",Hardly interested,Yes,CONSERVATIVE,5,Good,Yes,Yes,Yes,No,0,0,1,Yes,Yes,2.000000,Agree,Agree,Agree,4.000000,Male,No,1966.000,"Yes, currently",D,A big city,0,0,0,0,0
"0,5 hour to 1 hour",Quite interested,Yes,GREEN PARTY,8,Very good,Yes,Yes,Yes,No,0,0,0,No,No,Not applicable,Disagree,Agree,Agree,1.000000,Male,No,1986.000,No,M,Suburbs or outskirts of ,1,1,0,0,0
"0,5 hour to 1 hour",Quite interested,Yes,SOCIAL DEMOCRATS,Extremely happy,Good,Yes,Yes,Yes,No,0,0,0,Yes,Yes,7.000000,Agree,Agree strongly,Agree,2.000000,Male,No,1928.000,"Yes, currently",S,Town or small city,0,1,0,0,1
"Less than 0,5 hour",Hardly interested,Yes,OTHER,6,Good,Yes,Yes,Yes,No,0,0,0,Yes,Yes,2.000000,Agree,Agree,Neither agree nor disagr,3.000000,Male,No,1965.000,No,S,Farm or home in countrys,0,1,0,0,0
"Less than 0,5 hour",Quite interested,Yes,OTHER,7,Good,Yes,Yes,Yes,No,0,0,0,No,No,Not applicable,Neither agree nor disagr,Agree,Agree,2.000000,Male,Yes,1983.000,"Yes, currently",K,Town or small city,0,1,0,0,0
"Less than 0,5 hour",Quite interested,Yes,SOCIAL DEMOCRATS,Extremely happy,Very good,Yes,Yes,Yes,No,0,0,0,Yes,Yes,2.000000,Agree strongly,Agree strongly,Agree strongly,4.000000,Female,No,1968.000,"Yes, currently",D,Farm or home in countrys,0,1,0,0,1
"0,5 hour to 1 hour",Quite interested,Yes,CONSERVATIVE,Extremely happy,Very good,Yes,Yes,Yes,Yes,0,0,1,Yes,Yes,3.000000,Neither agree nor disagr,Agree,Agree strongly,2.000000,Female,No,1936.000,No,D,Suburbs or outskirts of ,0,1,0,0,0
"Less than 0,5 hour",Hardly interested,Yes,CONSERVATIVE,7,Very good,Yes,Yes,Yes,No,0,0,1,Yes,Yes,1.000000,Neither agree nor disagr,Neither agree nor disagr,Agree,3.000000,Female,Yes,1973.000,"Yes, currently",D,Town or small city,0,1,0,0,0
"Less than 0,5 hour",Quite interested,Yes,SOCIAL DEMOCRATS,8,Good,No,No,No,No,0,0,0,Yes,No,2.000000,Disagree,Agree,Neither agree nor disagr,4.000000,Female,Yes,1959.000,"Yes, currently",K,Suburbs or outskirts of ,0,1,0,0,1
"Less than 0,5 hour",Quite interested,Yes,SOCIAL DEMOCRATS,5,Good,Yes,Yes,Yes,No,0,0,0,Yes,No,1.000000,Neither agree nor disagr,Neither agree nor disagr,Agree,2.000000,Female,No,1964.000,"Yes, currently",P,Suburbs or outskirts of ,0,0,0,0,1
"0,5 hour to 1 hour",Hardly interested,Yes,SOCIAL DEMOCRATS,8,Very good,Yes,Yes,Yes,Yes,0,0,0,Yes,No,Not applicable,Agree,Agree,Agree,1.000000,Female,No,1965.000,"Yes, currently",S,Town or small city,0,1,0,0,1
"0,5 hour to 1 hour",Very interested,Yes,SOCIAL DEMOCRATS,Extremely happy,Good,Yes,Yes,Yes,No,0,0,0,Yes,Yes,2.000000,Agree,Agree,Agree,2.000000,Female,No,1942.000,"Yes, currently",P,Town or small city,0,1,0,0,1
"Less than 0,5 hour",Hardly interested,Yes,SOCIAL DEMOCRATS,Extremely happy,Good,Yes,Yes,Yes,No,0,0,0,No,No,Not applicable,Agree,Agree,Agree,3.000000,Male,No,1988.000,No,Don't know,Town or small city,0,1,0,0,1
"0,5 hour to 1 hour",Quite interested,Yes,SOCIAL DEMOCRATS,Extremely happy,Good,Yes,Yes,Yes,No,0,0,0,Yes,Yes,2.000000,Agree,Neither agree nor disagr,Neither agree nor disagr,1.000000,Male,No,1931.000,"Yes, previously",M,Farm or home in countrys,0,1,0,0,1
"Less than 0,5 hour",Hardly interested,Yes,SOCIAL DEMOCRATS,8,Good,Yes,Yes,Yes,No,0,0,0,Yes,No,Not applicable,Agree strongly,Agree,Agree,2.000000,Male,No,1972.000,"Yes, currently",P,A big city,0,1,0,0,1
"0,5 hour to 1 hour",Hardly interested,Yes,SOCIAL DEMOCRATS,8,Very good,Yes,No,Yes,No,0,0,0,Yes,No,2.000000,Agree,Agree,Agree,1.000000,Male,Yes,1964.000,"Yes, currently",S,Farm or home in countrys,0,1,0,0,1
"More than 1 hour, up to ",Quite interested,Yes,DONT KNOW,5,Fair,Yes,Yes,Yes,No,0,0,0,Yes,Yes,4.000000,Neither agree nor disagr,Agree,Disagree,2.000000,Female,No,1943.000,"Yes, currently",S,Country village,0,0,0,0,0
"0,5 hour to 1 hour",Hardly interested,Yes,CONSERVATIVE,7,Good,Yes,Yes,Yes,No,0,0,1,Yes,Yes,4.000000,Agree strongly,Agree strongly,Agree,1.000000,Female,Yes,1938.000,"Yes, previously",F,Suburbs or outskirts of ,0,1,0,0,0
No time at all,Quite interested,Yes,CONSERVATIVE,8,Fair,No,No,No,No,0,0,1,Yes,Yes,3.000000,Disagree,Agree,Disagree,2.000000,Female,No,1939.000,"Yes, previously",K,Suburbs or outskirts of ,0,1,0,0,0
"More than 1 hour, up to ",Hardly interested,Yes,SOCIAL DEMOCRATS,8,Fair,Yes,Yes,Yes,No,0,0,0,Yes,Yes,3.000000,Neither agree nor disagr,Agree,Agree,2.000000,Male,No,1945.000,"Yes, currently",D,Suburbs or outskirts of ,0,1,0,0,1
